Date,ID,Did you train today?,Session Type,Duration (min),RPE,Training Load (AU),Daily Training Load Total,Acute Load,Chronic Load,A:C Ratio
3/21/2018,HO,Yes,Conditioning,14,8,112,,,,
3/21/2018,HO,Yes,Mobility/Recovery,10,0.5,5,,,,
3/21/2018,AN,Yes,Game,39,7,273,633,138.3,392.96,0.35
3/21/2018,AN,Yes,Game,45,8,360,,,,
3/21/2018,NA,Yes,Game,16,5,80,280,73.7,318.25,0.23
3/21/2018,NA,Yes,Skills,50,4,200,,,,
3/21/2018,NE,Yes,Game,32,4,128,448,292.9,348.11,0.84
3/21/2018,NE,Yes,Game,40,8,320,,,,
3/21/2018,NR,Yes,Skills,35,5,175,495,307.9,450.54,0.68
3/21/2018,NR,Yes,Game,40,8,320,,,,
3/21/2018,RE,Yes,Skills,40,4,160,276,231.9,362.43,0.64
3/21/2018,RE,Yes,Game,12,8,96,,,,
3/21/2018,RE,Yes,Mobility/Recovery,20,1,20,,,,
3/21/2018,ES,Yes,Conditioning,7,5,35,51,186.6,356.11,0.52
3/21/2018,ES,Yes,Conditioning,4,4,16,,,,
3/21/2018,ID,Yes,Mobility/Recovery,30,2,60,300,118.6,244.29,0.49
3/21/2018,ID,Yes,Strength,60,4,240,,,,
3/21/2018,TN,Yes,Skills,60,6,360,488,289.4,485.93,0.6
3/21/2018,TN,Yes,Game,14,7,98,,,,
3/21/2018,TN,Yes,Mobility/Recovery,30,1,30,,,,
3/21/2018,MW,Yes,Game,40,8,320,420,396.4,392.32,1.01
3/21/2018,MW,Yes,Skills,25,4,100,,,,
3/21/2018,AA,Yes,Game,45,3,135,135,139.3,206.79,0.67
3/20/2018,TM,Yes,Skills,30,3,90,259,317.7,476.07,0.67
3/20/2018,TM,Yes,Game,5,6,30,,,,
3/20/2018,TM,Yes,Skills,30,3,90,,,,
3/20/2018,TM,Yes,Game,7,7,49,,,,
3/20/2018,LH,Yes,Skills,60,3,180,433,350.4,323.68,1.08
3/20/2018,LH,Yes,Game,2,1,2,,,,
3/20/2018,LH,Yes,Skills,35,4,140,,,,
3/20/2018,LH,Yes,Game,11,6,66,,,,
3/20/2018,LH,Yes,Mobility/Recovery,45,1,45,,,,
3/20/2018,AA,Yes,Game,30,3,90,90,199.3,208.39,0.96
3/20/2018,AN,Yes,Game,37,5,185,335,47.9,388.21,0.12
3/20/2018,AN,Yes,Skills,50,3,150,,,,
3/20/2018,IP,Yes,Game,40,6,240,480,347.1,317.32,1.09
3/20/2018,IP,Yes,Game,40,6,240,,,,
3/20/2018,NE,Yes,Game,42,5,210,432,356,336.39,1.06
3/20/2018,NE,Yes,Game,37,6,222,,,,
3/20/2018,HO,Yes,Skills,40,5,200,328,329.7,343.64,0.96
3/20/2018,HO,Yes,Skills,40,1,40,,,,
3/20/2018,HO,Yes,Conditioning,11,8,88,,,,
3/20/2018,HO,Yes,Mobility/Recovery,10,0,0,,,,
3/20/2018,NA,Yes,Game,9,4,36,236,157.3,337.71,0.47
3/20/2018,NA,Yes,Skills,50,4,200,,,,
3/20/2018,NA,Yes,Skills,3,4,12,137,322.4,473.82,0.68
3/20/2018,NA,Yes,Skills,7,5,35,,,,
3/20/2018,NA,Yes,Skills,30,3,90,,,,
3/20/2018,RE,Yes,Game,7,7,49,327,306,359.36,0.85
3/20/2018,RE,Yes,Game,11,8,88,,,,
3/20/2018,RE,Yes,Skills,40,4,160,,,,
3/20/2018,RE,Yes,Mobility/Recovery,30,1,30,,,,
3/20/2018,TN,Yes,Skills,60,6,360,488,412.6,504.39,0.82
3/20/2018,TN,Yes,Game,14,7,98,,,,
3/20/2018,TN,Yes,Mobility/Recovery,30,1,30,,,,
3/20/2018,MW,Yes,Game,45,7,315,555,465,383.75,1.21
3/20/2018,MW,Yes,Game,40,6,240,,,,
3/20/2018,ID,Yes,Conditioning,25,5,125,135,148.6,250.71,0.59
3/20/2018,ID,Yes,Mobility/Recovery,20,0.5,10,,,,
3/20/2018,ES,Yes,Game,10,7,70,140,227.1,367.68,0.62
3/20/2018,ES,Yes,Game,7,10,70,,,,
3/20/2018,NR,Yes,Skills,45,4,180,425,351.4,459.82,0.76
3/20/2018,NR,Yes,Game,35,7,245,,,,
3/19/2018,HO,No,,,,,,318.6,331.93,0.96
3/19/2018,TN,No,,,,,,385.7,501.96,0.77
3/19/2018,NR,No,,,,,,333.6,460.71,0.72
3/19/2018,ID,Yes,Speed,20,1,20,395,157.1,251.79,0.62
3/19/2018,ID,Yes,Strength,75,5,375,,,,
3/19/2018,LH,No,,,,,,330,308.21,1.07
3/19/2018,RE,No,,,,,,289.3,347.68,0.83
3/19/2018,ES,No,,,,,,207.1,382.5,0.54
3/19/2018,NA,No,,,,,,373.6,482.86,0.77
3/19/2018,AA,No,,,,,,207.9,205.18,1.01
3/19/2018,ES,No,,,,,,207.1,382.5,0.54
3/19/2018,TS,No,,,,,,105.7,165.18,0.64
3/18/2018,LH,No,,,,,,387.9,308.21,1.26
3/18/2018,HO,Yes,Mobility/Recovery,30,0,0,0,400,331.93,1.21
3/18/2018,NA,No,,,,,,230.7,363.04,0.64
3/18/2018,ID,No,,,,,,121.4,264.82,0.46
3/18/2018,NR,No,,,,,,408.6,486.43,0.84
3/18/2018,TN,No,,,,,,445.7,520.18,0.86
3/18/2018,RE,No,,,,,,362.1,347.68,1.04
3/18/2018,ES,No,,,,,,274.3,382.5,0.72
3/18/2018,AA,No,,,,,,259.3,205.18,1.26
3/18/2018,NA,No,,,,,,416.4,519.64,0.8
3/17/2018,RE,No,,,,,,349.3,318.04,1.1
3/17/2018,LH,No,,,,,,585,316.25,1.85
3/17/2018,NA,No,,,,,,350.7,363.04,0.97
3/17/2018,HO,Yes,Mobility/Recovery,30,0,0,0,592.9,344.25,1.72
3/17/2018,MW,No,,,,,,666.4,372.5,1.79
3/17/2018,NR,No,,,,,,575.7,521.07,1.1
3/17/2018,TN,No,,,,,,638.6,558.75,1.14
3/17/2018,ES,Yes,Conditioning,60,9,540,540,334.3,413.57,0.81
3/17/2018,TM,No,,,,,,583.9,535.39,1.09
3/17/2018,AA,No,,,,,,368.6,205.18,1.8
3/17/2018,NA,No,,,,,,574.3,548.39,1.05
3/16/2018,MW,Yes,Skills,90,9,810,1800,666.4,372.5,1.79
3/16/2018,MW,Yes,Strength,110,9,990,,,,
3/16/2018,LH,Yes,Skills,25,3,75,1025,585,316.25,1.85
3/16/2018,LH,Yes,Conditioning,40,8,320,,,,
3/16/2018,LH,Yes,Strength,90,7,630,,,,
3/16/2018,HO,Yes,Skills,60,3,180,1080,592.9,344.25,1.72
3/16/2018,HO,Yes,Conditioning,30,9,270,,,,
3/16/2018,HO,Yes,Strength,90,7,630,,,,
3/16/2018,RE,Yes,Skills,50,9,450,1020,495,354.46,1.4
3/16/2018,RE,Yes,Strength,90,6,540,,,,
3/16/2018,RE,Yes,Mobility/Recovery,30,1,30,,,,
3/16/2018,NE,Yes,Skills,60,9,540,1170,525.7,331.68,1.58
3/16/2018,NE,Yes,Strength,90,7,630,,,,
3/16/2018,NR,Yes,Conditioning,75,9,675,1235,575.7,521.07,1.1
3/16/2018,NR,Yes,Strength,80,7,560,,,,
3/16/2018,TM,Yes,Conditioning,60,7,420,870,583.9,535.39,1.09
3/16/2018,TM,Yes,Strength,90,5,450,,,,
3/16/2018,TN,Yes,Skills,60,7,420,1050,638.6,558.75,1.14
3/16/2018,TN,Yes,Strength,90,7,630,,,,
3/16/2018,AA,Yes,Conditioning,60,5,300,750,368.6,205.18,1.8
3/16/2018,AA,Yes,Strength,90,5,450,,,,
3/16/2018,NA,Yes,Skills,90,6,540,1190,574.3,548.39,1.05
3/16/2018,NA,Yes,Strength,130,5,650,,,,
3/16/2018,IP,Yes,Conditioning,60,8,480,1020,462.9,300.18,1.54
3/16/2018,IP,Yes,Strength,90,6,540,,,,
3/16/2018,TS,Yes,Speed,60,3,180,740,215,165.18,1.3
3/16/2018,TS,Yes,Skills,90,4,360,,,,
3/16/2018,TS,Yes,Strength,40,2,80,,,,
3/16/2018,TS,Yes,Combat,30,4,120,,,,
3/16/2018,ES,Yes,Strength,115,5,575,575,257.1,397.5,0.65
3/15/2018,HO,Yes,Speed,45,5,225,900,438.6,305.68,1.43
3/15/2018,HO,Yes,Skills,60,5,300,,,,
3/15/2018,HO,Yes,Strength,45,5,225,,,,
3/15/2018,HO,Yes,Combat,30,5,150,,,,
3/15/2018,LH,Yes,Speed,60,3,180,995,438.6,279.64,1.57
3/15/2018,LH,Yes,Conditioning,10,8,80,,,,
3/15/2018,LH,Yes,Skills,90,4,360,,,,
3/15/2018,LH,Yes,Strength,75,5,375,,,,
3/15/2018,NE,Yes,Speed,50,4,200,890,358.6,289.89,1.24
3/15/2018,NE,Yes,Skills,90,5,450,,,,
3/15/2018,NE,Yes,Strength,60,4,240,,,,
3/15/2018,NA,Yes,Speed,40,5,200,865,350.7,414.82,0.85
3/15/2018,NA,Yes,Skills,60,4,240,,,,
3/15/2018,NA,Yes,Strength,40,5,200,,,,
3/15/2018,NA,Yes,Combat,45,5,225,,,,
3/15/2018,ES,Yes,Speed,45,3,135,335,175,376.96,0.46
3/15/2018,ES,Yes,Strength,50,4,200,,,,
3/15/2018,IP,Yes,Speed,45,4,180,930,317.1,263.75,1.2
3/15/2018,IP,Yes,Skills,90,5,450,,,,
3/15/2018,IP,Yes,Strength,60,5,300,,,,
3/15/2018,RE,Yes,Speed,45,3,135,795,349.3,318.04,1.1
3/15/2018,RE,Yes,Skills,90,4,360,,,,
3/15/2018,RE,Yes,Strength,60,3,180,,,,
3/15/2018,RE,Yes,Combat,30,4,120,,,,
3/15/2018,TN,Yes,Speed,60,6,360,1350,488.6,521.25,0.94
3/15/2018,TN,Yes,Skills,90,6,540,,,,
3/15/2018,TN,Yes,Strength,90,5,450,,,,
3/15/2018,NA,Yes,Speed,50,3,150,930,404.3,505.89,0.8
3/15/2018,NA,Yes,Skills,90,4,360,,,,
3/15/2018,NA,Yes,Strength,60,4,240,,,,
3/15/2018,NA,Yes,Combat,45,4,180,,,,
3/15/2018,NL,Yes,Speed,40,3,120,630,90,111.61,0.81
3/15/2018,NL,Yes,Skills,90,4,360,,,,
3/15/2018,NL,Yes,Conditioning,30,5,150,,,,
3/15/2018,NR,Yes,Speed,50,4,200,800,399.3,476.96,0.84
3/15/2018,NR,Yes,Skills,75,4,300,,,,
3/15/2018,NR,Yes,Strength,40,5,200,,,,
3/15/2018,NR,Yes,Combat,20,5,100,,,,
3/15/2018,TM,Yes,Speed,45,4,180,1095,459.6,504.32,0.91
3/15/2018,TM,Yes,Skills,60,4,240,,,,
3/15/2018,TM,Yes,Strength,90,5,450,,,,
3/15/2018,TM,Yes,Combat,45,5,225,,,,
3/15/2018,ID,Yes,Speed,30,3,90,510,160,264.82,0.6
3/15/2018,ID,Yes,Skills,60,3,180,,,,
3/15/2018,ID,Yes,Strength,60,4,240,,,,
3/15/2018,MW,Yes,Speed,45,6,270,900,409.3,308.21,1.33
3/15/2018,MW,Yes,Skills,90,4,360,,,,
3/15/2018,MW,Yes,Strength,60,3,180,,,,
3/15/2018,MW,Yes,Combat,30,3,90,,,,
3/15/2018,AA,Yes,Speed,45,3,135,555,261.4,178.39,1.47
3/15/2018,AA,Yes,Skills,60,3,180,,,,
3/15/2018,AA,Yes,Strength,45,4,180,,,,
3/15/2018,AA,Yes,Combat,20,3,60,,,,
3/14/2018,MW,Yes,Mobility/Recovery,30,1,30,150,280.7,316.07,0.89
3/14/2018,MW,Yes,Strength,30,4,120,,,,
3/14/2018,NA,Yes,Mobility/Recovery,30,1,30,270,227.1,383.93,0.59
3/14/2018,NA,Yes,Strength,60,4,240,,,,
3/14/2018,RE,Yes,Mobility/Recovery,30,1,30,210,235.7,310.18,0.76
3/14/2018,RE,Yes,Strength,60,3,180,,,,
3/14/2018,LH,Yes,Mobility/Recovery,30,3,90,290,296.4,280.54,1.06
3/14/2018,LH,Yes,Strength,50,4,200,,,,
3/14/2018,ES,No,,,,,,357.1,401.25,0.89
3/14/2018,TN,Yes,Mobility/Recovery,60,1,60,300,295.7,539.46,0.55
3/14/2018,TN,Yes,Strength,60,4,240,,,,
3/14/2018,HO,Yes,Mobility/Recovery,60,0,0,250,399.3,312.82,1.28
3/14/2018,HO,Yes,Strength,50,5,250,,,,
3/14/2018,NE,Yes,Mobility/Recovery,45,1,45,225,231.4,295.61,0.78
3/14/2018,NE,Yes,Strength,60,3,180,,,,
3/14/2018,NA,Yes,Strength,120,4,480,495,271.4,518.93,0.52
3/14/2018,NA,Yes,Mobility/Recovery,30,0.5,15,,,,
3/14/2018,NR,Yes,Mobility/Recovery,30,2,60,300,285,512.14,0.56
3/14/2018,NR,Yes,Strength,60,4,240,,,,
3/14/2018,TM,Yes,Mobility/Recovery,45,0.5,22,382,303.1,505.93,0.6
3/14/2018,TM,Yes,Strength,90,4,360,,,,
3/14/2018,AN,Yes,Mobility/Recovery,45,1,45,285,327.9,535,0.61
3/14/2018,AN,Yes,Strength,60,4,240,,,,
3/14/2018,ID,Yes,Mobility/Recovery,30,0.5,15,195,87.1,288.39,0.3
3/14/2018,ID,Yes,Strength,60,3,180,,,,
3/14/2018,AA,Yes,Mobility/Recovery,30,2,60,150,182.1,158.57,1.15
3/14/2018,AA,Yes,Strength,30,3,90,,,,
3/13/2018,MW,Yes,Skills,90,8,720,720,382.1,336.43,1.14
3/13/2018,LH,Yes,Skills,40,4,160,405,381.4,291.61,1.31
3/13/2018,LH,Yes,Conditioning,35,7,245,,,,
3/13/2018,NA,Yes,Conditioning,60,8,480,480,270,396.07,0.68
3/13/2018,HO,Yes,Skills,60,5,300,570,406.4,330.68,1.23
3/13/2018,HO,Yes,Conditioning,30,9,270,,,,
3/13/2018,NR,Yes,Conditioning,75,7,525,525,330,525.54,0.63
3/13/2018,TN,Yes,Conditioning,60,7,420,420,392.1,558.21,0.7
3/13/2018,NA,Yes,Skills,60,5,300,300,283.6,541.25,0.52
3/13/2018,TM,Yes,Conditioning,60,8,480,480,342.9,527.64,0.65
3/13/2018,RE,Yes,Skills,60,8,480,510,317.1,317.68,1
3/13/2018,RE,Yes,Mobility/Recovery,30,1,30,,,,
3/13/2018,ID,Yes,Strength,45,3,135,145,115,303.39,0.38
3/13/2018,ID,Yes,Mobility/Recovery,20,0.5,10,,,,
3/13/2018,AN,Yes,Skills,75,10,750,750,405,546.07,0.74
3/13/2018,NE,Yes,Conditioning,90,7,630,630,199.3,317.04,0.63
3/13/2018,ES,Yes,Conditioning,50,7,350,470,427.9,420,1.02
3/13/2018,ES,Yes,Strength,40,3,120,,,,
3/13/2018,ES,Yes,Mobility/Recovery,20,0,0,,,,
3/13/2018,AA,Yes,Conditioning,90,4,360,360,160.7,162.86,0.99
3/12/2018,MW,Yes,Speed,45,5,225,1095,300.7,310.71,0.97
3/12/2018,MW,Yes,Skills,90,3,270,,,,
3/12/2018,MW,Yes,Strength,100,6,600,,,,
3/12/2018,HO,Yes,Speed,40,5,200,1350,359.3,310.32,1.16
3/12/2018,HO,Yes,Skills,90,5,450,,,,
3/12/2018,HO,Yes,Strength,100,7,700,,,,
3/12/2018,TM,Yes,Speed,45,4,180,1260,328.9,522.82,0.63
3/12/2018,TM,Yes,Skills,90,4,360,,,,
3/12/2018,TM,Yes,Strength,120,6,720,,,,
3/12/2018,TS,Yes,Speed,45,3,135,765,135,166.61,0.81
3/12/2018,TS,Yes,Skills,90,3,270,,,,
3/12/2018,TS,Yes,Strength,90,4,360,,,,
3/12/2018,TN,Yes,Speed,60,6,360,1350,387.9,564.11,0.69
3/12/2018,TN,Yes,Skills,90,5,450,,,,
3/12/2018,TN,Yes,Strength,90,6,540,,,,
3/12/2018,NA,Yes,Speed,45,4,180,840,248.6,421.25,0.59
3/12/2018,NA,Yes,Skills,90,4,360,,,,
3/12/2018,NA,Yes,Strength,60,5,300,,,,
3/12/2018,LH,Yes,Speed,50,6,300,1380,385.3,286.07,1.35
3/12/2018,LH,Yes,Skills,90,4,360,,,,
3/12/2018,LH,Yes,Strength,90,8,720,,,,
3/12/2018,NR,Yes,Speed,60,6,360,1170,295.7,523.93,0.56
3/12/2018,NR,Yes,Skills,60,3,180,,,,
3/12/2018,NR,Yes,Strength,90,7,630,,,,
3/12/2018,NE,Yes,Speed,45,3,135,765,141.4,300.96,0.47
3/12/2018,NE,Yes,Skills,90,3,270,,,,
3/12/2018,NE,Yes,Strength,60,6,360,,,,
3/12/2018,IP,Yes,Speed,45,4,180,1290,280.7,290.54,0.97
3/12/2018,IP,Yes,Skills,90,3,270,,,,
3/12/2018,IP,Yes,Strength,120,7,840,,,,
3/12/2018,ID,Yes,Mobility/Recovery,45,2,90,270,124.3,305.71,0.41
3/12/2018,ID,Yes,Skills,60,3,180,,,,
3/12/2018,AN,Yes,Speed,45,4,180,1260,323.6,531.43,0.61
3/12/2018,AN,Yes,Skills,90,4,360,,,,
3/12/2018,AN,Yes,Strength,120,6,720,,,,
3/12/2018,RE,Yes,Speed,30,3,90,930,278.6,310.18,0.9
3/12/2018,RE,Yes,Skills,60,3,180,,,,
3/12/2018,RE,Yes,Strength,90,7,630,,,,
3/12/2018,RE,Yes,Mobility/Recovery,30,1,30,,,,
3/12/2018,NA,Yes,Speed,45,3,135,1105,300.7,537.5,0.56
3/12/2018,NA,Yes,Skills,90,3,270,,,,
3/12/2018,NA,Yes,Strength,140,5,700,,,,
3/12/2018,ES,Yes,Speed,40,2,80,420,360.7,403.21,0.89
3/12/2018,ES,Yes,Strength,85,4,340,,,,
3/12/2018,ES,Yes,Mobility/Recovery,20,0,0,,,,
3/12/2018,AA,Yes,Speed,45,3,135,765,137.1,155.36,0.88
3/12/2018,AA,Yes,Skills,60,3,180,,,,
3/12/2018,AA,Yes,Strength,90,5,450,,,,
3/11/2018,RE,No,,,,,,180,274.82,0.65
3/11/2018,NR,No,,,,,,265.7,512.14,0.52
3/11/2018,MW,No,,,,,,271.4,311.61,0.87
3/11/2018,MW,No,,,,,,271.4,311.61,0.87
3/11/2018,MW,No,,,,,,271.4,311.61,0.87
3/11/2018,NA,No,,,,,,334.3,425,0.79
3/11/2018,HO,No,,,,,,166.4,287.82,0.58
3/11/2018,LH,No,,,,,,256.7,273.21,0.94
3/11/2018,ID,No,,,,,,171.4,315.54,0.54
3/11/2018,TN,No,,,,,,323.6,545.89,0.59
3/11/2018,AA,No,,,,,,27.9,149.46,0.19
3/11/2018,NA,No,,,,,,310,525.89,0.59
3/11/2018,ES,No,,,,,,380.7,415.54,0.92
3/10/2018,RE,No,,,,,,315,303.04,1.04
3/10/2018,NA,No,,,,,,481.4,425,1.13
3/10/2018,LH,No,,,,,,391,313.39,1.25
3/10/2018,NR,No,,,,,,372.9,560.89,0.66
3/10/2018,AN,No,,,,,,452.1,557.68,0.81
3/10/2018,AA,No,,,,,,145.7,170.89,0.85
3/10/2018,LH,No,,,,,,391,313.39,1.25
3/10/2018,TS,No,,,,,,355.7,203.57,1.75
3/10/2018,HO,No,,,,,,166.4,287.82,0.58
3/10/2018,TN,No,,,,,,488.6,593.04,0.82
3/10/2018,ES,No,,,,,,487.9,441.79,1.1
3/9/2018,RE,No,,,,,,315,303.04,1.04
3/9/2018,LH,No,,,,,,391,313.39,1.25
3/9/2018,HO,Yes,Strength,75,6,450,625,166.4,287.82,0.58
3/9/2018,HO,Yes,Conditioning,25,7,175,,,,
3/9/2018,NA,No,,,,,,481.4,425,1.13
3/9/2018,TM,No,,,,,,399.6,512.11,0.78
3/9/2018,TN,No,,,,,,488.6,593.04,0.82
3/9/2018,NR,No,,,,,,372.9,560.89,0.66
3/9/2018,TS,No,,,,,,355.7,203.57,1.75
3/9/2018,ES,Yes,Conditioning,50,9,450,1610,487.9,441.79,1.1
3/9/2018,ES,Yes,Strength,145,8,1160,,,,
3/9/2018,AN,No,,,,,,452.1,557.68,0.81
3/8/2018,NA,Yes,Skills,30,5,150,570,481.4,425,1.13
3/8/2018,NA,Yes,Skills,60,4,240,,,,
3/8/2018,NA,Yes,Strength,45,4,180,,,,
3/8/2018,HO,Yes,Strength,60,5,300,300,77.1,265.5,0.29
3/8/2018,AN,Yes,Speed,30,10,300,825,452.1,557.68,0.81
3/8/2018,AN,Yes,Skills,75,4,300,,,,
3/8/2018,AN,Yes,Strength,45,5,225,,,,
3/8/2018,ES,Yes,Speed,45,3,135,495,257.9,384.29,0.67
3/8/2018,ES,Yes,Strength,60,6,360,,,,
3/8/2018,TM,Yes,Speed,30,4,120,660,399.6,512.11,0.78
3/8/2018,TM,Yes,Strength,60,5,300,,,,
3/8/2018,TM,Yes,Skills,60,4,240,,,,
3/8/2018,NA,Yes,Speed,40,4,160,580,464.3,567.14,0.82
3/8/2018,NA,Yes,Strength,60,4,240,,,,
3/8/2018,NA,Yes,Skills,60,3,180,,,,
3/8/2018,IP,Yes,Speed,30,5,150,675,383.6,298.57,1.28
3/8/2018,IP,Yes,Strength,45,5,225,,,,
3/8/2018,IP,Yes,Skills,60,5,300,,,,
3/8/2018,TN,Yes,Speed,45,7,315,975,488.6,593.04,0.82
3/8/2018,TN,Yes,Strength,60,6,360,,,,
3/8/2018,TN,Yes,Skills,60,5,300,,,,
3/8/2018,RE,Yes,Speed,30,4,120,780,426.4,330.89,1.29
3/8/2018,RE,Yes,Strength,60,5,300,,,,
3/8/2018,RE,Yes,Skills,60,6,360,,,,
3/8/2018,NR,Yes,Speed,30,5,150,615,372.9,560.89,0.66
3/8/2018,NR,Yes,Strength,45,5,225,,,,
3/8/2018,NR,Yes,Skills,60,4,240,,,,
3/8/2018,ID,Yes,Speed,15,2,30,390,244.3,344.46,0.71
3/8/2018,ID,Yes,Strength,60,5,300,,,,
3/8/2018,ID,Yes,Skills,30,2,60,,,,
3/8/2018,MW,Yes,Speed,30,7,210,860,417.1,352.86,1.18
3/8/2018,MW,Yes,Strength,50,7,350,,,,
3/8/2018,MW,Yes,Skills,60,5,300,,,,
3/8/2018,LH,Yes,Speed,45,5,225,885,391,313.39,1.25
3/8/2018,LH,Yes,Strength,60,6,360,,,,
3/8/2018,LH,Yes,Skills,60,5,300,,,,
3/7/2018,LH,Yes,Mobility/Recovery,44,3,132,432,264.6,281.79,0.94
3/7/2018,LH,Yes,Strength,60,5,300,,,,
3/7/2018,MW,Yes,Mobility/Recovery,30,1,30,150,527.1,391.79,1.35
3/7/2018,MW,Yes,Strength,30,4,120,,,,
3/7/2018,HO,Yes,Strength,60,4,240,240,184.3,297.29,0.62
3/7/2018,RE,Yes,Mobility/Recovery,30,2,60,240,465.7,345,1.35
3/7/2018,RE,Yes,Strength,60,3,180,,,,
3/7/2018,NA,Yes,Mobility/Recovery,45,2,90,330,590.7,484.46,1.22
3/7/2018,NA,Yes,Strength,60,4,240,,,,
3/7/2018,TM,Yes,Mobility/Recovery,45,0.5,22,382,478.9,488.54,0.98
3/7/2018,TM,Yes,Strength,90,4,360,,,,
3/7/2018,TS,Yes,Mobility/Recovery,30,1,30,180,355.7,203.57,1.75
3/7/2018,TS,Yes,Strength,50,3,150,,,,
3/7/2018,TN,Yes,Mobility/Recovery,30,1,30,390,349.3,608.04,0.57
3/7/2018,TN,Yes,Strength,60,6,360,,,,
3/7/2018,NA,Yes,Mobility/Recovery,30,2,60,420,584.3,546.43,1.07
3/7/2018,NA,Yes,Strength,90,4,360,,,,
3/7/2018,ID,Yes,Mobility/Recovery,30,1,30,210,293.6,368.04,0.8
3/7/2018,ID,Yes,Strength,45,4,180,,,,
3/7/2018,AN,Yes,Strength,45,3,135,180,525.7,582.86,0.9
3/7/2018,AN,Yes,Mobility/Recovery,45,1,45,,,,
3/7/2018,NR,Yes,Mobility/Recovery,30,2,60,285,499.3,538.93,0.93
3/7/2018,NR,Yes,Strength,45,5,225,,,,
3/7/2018,NE,Yes,Mobility/Recovery,45,1,45,225,489.9,370.61,1.32
3/7/2018,NE,Yes,Strength,60,3,180,,,,
3/7/2018,ES,No,,,,,,337.1,413.75,0.81
3/7/2018,AA,Yes,Mobility/Recovery,30,2,60,195,250.7,202.5,1.24
3/7/2018,AA,Yes,Strength,45,3,135,,,,
3/6/2018,NA,Yes,Conditioning,180,8,1440,1440,679.3,472.68,1.44
3/6/2018,TM,Yes,Conditioning,60,7,420,840,563.6,512.93,1.1
3/6/2018,TM,Yes,Conditioning,60,7,420,,,,
3/6/2018,HO,No,,,,,,278.6,324.61,0.86
3/6/2018,TN,Yes,Strength,60,7,420,900,432.9,637.5,0.68
3/6/2018,TN,Yes,Conditioning,60,8,480,,,,
3/6/2018,AN,Yes,Conditioning,30,7,210,1260,611.4,602.14,1.02
3/6/2018,AN,Yes,Skills,45,10,450,,,,
3/6/2018,AN,Yes,Skills,60,10,600,,,,
3/6/2018,RE,Yes,Skills,60,9,540,1020,508.6,364.46,1.4
3/6/2018,RE,Yes,Skills,50,9,450,,,,
3/6/2018,RE,Yes,Mobility/Recovery,30,1,30,,,,
3/6/2018,NA,Yes,Conditioning,90,6,540,1170,657.1,572.68,1.15
3/6/2018,NA,Yes,Conditioning,90,7,630,,,,
3/6/2018,NR,Yes,Conditioning,60,8,480,960,575.7,561.43,1.03
3/6/2018,NR,Yes,Conditioning,60,8,480,,,,
3/6/2018,ID,Yes,Conditioning,30,3,90,600,338.6,386.79,0.88
3/6/2018,ID,Yes,Skills,30,7,210,,,,
3/6/2018,ID,Yes,Skills,60,5,300,,,,
3/6/2018,IP,Yes,Conditioning,60,7,420,900,411.4,314.64,1.31
3/6/2018,IP,Yes,Conditioning,60,8,480,,,,
3/6/2018,ES,Yes,Conditioning,50,8,400,560,387.1,430.18,0.9
3/6/2018,ES,Yes,Strength,40,4,160,,,,
3/6/2018,MW,Yes,Conditioning,5,8,40,890,505.7,416.61,1.21
3/6/2018,MW,Yes,Skills,50,9,450,,,,
3/6/2018,MW,Yes,Skills,50,8,400,,,,
3/6/2018,LH,Yes,Conditioning,60,8,480,480,202.9,297.07,0.68
3/6/2018,NE,Yes,Conditioning,6,9,54,954,582,391.5,1.49
3/6/2018,NE,Yes,Conditioning,60,8,480,,,,
3/6/2018,NE,Yes,Conditioning,60,7,420,,,,
3/6/2018,TS,Yes,Conditioning,30,8,240,960,407.1,238.21,1.71
3/6/2018,TS,Yes,Skills,40,9,360,,,,
3/5/2018,NA,Yes,Speed,40,4,160,1030,514.3,456.96,1.13
3/5/2018,NA,Yes,Skills,90,5,450,,,,
3/5/2018,NA,Yes,Strength,60,5,300,,,,
3/5/2018,NA,Yes,Combat,30,4,120,,,,
3/5/2018,RE,Yes,Speed,45,3,135,945,362.9,339.46,1.07
3/5/2018,RE,Yes,Skills,60,3,180,,,,
3/5/2018,RE,Yes,Strength,90,5,450,,,,
3/5/2018,RE,Yes,Combat,30,4,120,,,,
3/5/2018,RE,Yes,Mobility/Recovery,30,2,60,,,,
3/5/2018,HO,No,,,,,,278.6,346.57,0.8
3/5/2018,MW,Yes,Speed,30,5,150,1020,378.6,392.32,0.97
3/5/2018,MW,Yes,Skills,90,4,360,,,,
3/5/2018,MW,Yes,Strength,90,5,450,,,,
3/5/2018,MW,Yes,Combat,20,3,60,,,,
3/5/2018,AN,Yes,Speed,45,4,180,900,470,565,0.83
3/5/2018,AN,Yes,Skills,60,4,240,,,,
3/5/2018,AN,Yes,Strength,90,5,450,,,,
3/5/2018,AN,Yes,Combat,15,2,30,,,,
3/5/2018,TN,Yes,Speed,45,5,225,1155,355.7,618.21,0.58
3/5/2018,TN,Yes,Skills,75,4,300,,,,
3/5/2018,TN,Yes,Strength,90,7,630,,,,
3/5/2018,TM,Yes,Speed,45,3,135,915,498.1,493.64,1.01
3/5/2018,TM,Yes,Skills,60,3,180,,,,
3/5/2018,TM,Yes,Strength,120,5,600,,,,
